Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal
Work,Ramakatane archive 1772,ark:/21198/z1jq2s9d,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0026_006.tif,,Ramakatane Archive (Lesotho National Museum),"Man in sunglasses wearing casual jacket and jeans facing down and seated on stool with both hands holding onto the stool between his legs, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1976-12/1977-03,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_26_06,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1773,ark:/21198/z1dz21nz,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0027_013.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in bucket hat and sunglasses  standing and facing stool with flower pot on it with her foot placed on the leg of stool, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1976-12/1977-03,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_27_13,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1774,ark:/21198/z19618vn,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0028_011.tif,,Ramakatane Archive (Lesotho National Museum),"Woman wearing button up skirt holding the strap of her purse across her torso and standing next to suited man in spectacles making a walking pose, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1976-12/1977-03,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_28_11,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 1775,ark:/21198/z15f0j4b,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0029_013.tif,,Ramakatane Archive (Lesotho National Museum),"Two women in Anglican church uniform one standing and the other seated behind stool with flower pot on it and purse on the floor to her side, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1976-12/1977-03,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_29_13,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women|~|Religion,,
Work,Ramakatane archive 1776,ark:/21198/z11r8gtc,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0029_016.tif,,Ramakatane Archive (Lesotho National Museum),Young girl in a striped skirt and frilled blouse standing next to stool with her one hand touching flower pot photographed in Mr. M.T. Ramakatane's City Centre Studio,December 1976 - March 1977,1976-12/1977-03,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_29_16,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Girls,,
Work,Ramakatane archive 1777,ark:/21198/z1x0809b,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0030_001.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a dress with a Basotho huts print and Mokorotlo seated with her hands clasped on her lap and facing the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1976-12/1977-03,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_30_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1778,ark:/21198/z1s777km,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0030_007.tif,,Ramakatane Archive (Lesotho National Museum),"Two toddlers standing next to a Mercedes motor car, photographed on location",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_30_07,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children,,
Work,Ramakatane archive 1779,ark:/21198/z1ng6gxs,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0031_008.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman with cornrows and large sunglasses dressed in printed shirt and blouse seated with her hands placed between her legs, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_31_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1780,ark:/21198/z1hq5r7x,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0032_001.tif,,Ramakatane Archive (Lesotho National Museum),"Middle-aged balding man  wearing spectacles and a suit and tie seated  and looking straight into the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_32_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1781,ark:/21198/z1cz50fp,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0033_001.tif,,Ramakatane Archive (Lesotho National Museum),"Young man in large sunglasses dressed a jean jacket and wide legged jeans and standing with one open hand raised and the other pointing to the floor, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_33_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1782,ark:/21198/z18647pt,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0033_012.tif,,Ramakatane Archive (Lesotho National Museum),"Young man in checked shorts wearing a blazer and cap with emblems embroidered on them, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_33_12,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1783,ark:/21198/z14j26ct,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0034_007.tif,,Ramakatane Archive (Lesotho National Museum),"Man in a printed short sleeve collarless shirt standing with a camera strapped around his neck, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_34_07,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1784,ark:/21198/z10s1fn3,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0034_013.tif,,Ramakatane Archive (Lesotho National Museum),"Two girls standing barefoot and smiling with the youngest dressed in an African print dress, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_34_13,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children,,
Work,Ramakatane archive 1785,ark:/21198/z1w10z54,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0035_005.tif,,Ramakatane Archive (Lesotho National Museum),"Man in a chair holding woman close to him by the waist and looking up at her with a smile, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_35_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 1786,ark:/21198/z1r806hp,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0035_013.tif,,Ramakatane Archive (Lesotho National Museum),"Woman with lace scarf tied around her neck wearing a sleeveless dress and headwrap with her head turned to face the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_35_13,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1787,ark:/21198/z1mg9fsd,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0036_007.tif,,Ramakatane Archive (Lesotho National Museum),"Young girl in knee length socks and a summer dress standing between two boys dressed in matching pants and jackets with one holding a flip flop in his hand, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_36_07,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children,,
Work,Ramakatane archive 1788,ark:/21198/z1gq8q1n,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0037_001.tif,,Ramakatane Archive (Lesotho National Museum),"Young girl standing between middle aged couple in spectacles and formal clothing seated with their hand on their laps, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_37_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families,,
Work,Ramakatane archive 1789,ark:/21198/z1bz7z8g,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0037_004.tif,,Ramakatane Archive (Lesotho National Museum),"Young man in a graduation gown and mortar hat seated with his tie over his hanging gown with hands placed on his lap, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_37_04,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1790,ark:/21198/z1795wzc,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0038_007.tif,,Ramakatane Archive (Lesotho National Museum),"Woman dressed in an African print dress with kimono sleeves standing next to stool with flower pot placed on it, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_38_07,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1791,ark:/21198/z13j557f,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0038_017.tif,,Ramakatane Archive (Lesotho National Museum),"Smiling young woman in a beret and big round earrings seated in a chair with her hands holding sunglasses between her legs and surrounded by a group of children standing close to her, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_38_17,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1792,ark:/21198/z1zs4ns6,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0039_002.tif,,Ramakatane Archive (Lesotho National Museum),"Man seated on stool with his leg over the shoulder of friend with an open magazine and rested in the hand of third friend smiling with one leg crossed over the other, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_39_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1793,ark:/21198/z1v13x3n,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0040_003.tif,,Ramakatane Archive (Lesotho National Museum),"Elderly woman wrapped in a tjale blanket with a medal around her neck standing with a walking stick in hand and smiling, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_40_03,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1794,ark:/21198/z1q835dr,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0041_008.tif,,Ramakatane Archive (Lesotho National Museum),"VW minibus with rails on the roof parked with front wheel turned, photographed on location",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_41_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Documentary photography|~| Vernacular photography|~|Independence|~|Motor vehicles,,
Work,Ramakatane archive 1795,ark:/21198/z1kh2dkp,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0042_003.tif,,Ramakatane Archive (Lesotho National Museum),"A man with beard dressed in a turtleneck sweater and jean jacket with sunglasses tucked into the chest pocket seated and facing straight into the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_42_03,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1796,ark:/21198/z1fr1nvz,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0043_013.tif,,Ramakatane Archive (Lesotho National Museum),"Man with beard dressed in a short sleeved shirt and jeans seated with his hands hanging loosely over his thighs, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_43_13,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1797,ark:/21198/z1b29mjq,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0044_002.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in beanie dressed in a cape with her arms out of view standing next to woman in a buttoned up dress holding the strap of her purse, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_44_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1798,ark:/21198/z1698vt0,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a20_0045_015.tif,,Ramakatane Archive (Lesotho National Museum),"Young man with a bandage around his forearm and plaster on his forehead seated with his other hand supporting the back of his head, photographed in Mr. M.T. Ramakatane's City Centre Studio",December 1976 - March 1977,1972-06/1972-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A20_Ramakatane_45_15,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1799,ark:/21198/z12j8432,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0001_001.tif,,Ramakatane Archive (Lesotho National Museum),"Two friends in sunglasses and battersbies with feather decorations standing together with their hands on their waists, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_01_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1800,ark:/21198/z1xs7mp8,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0001_003.tif,,Ramakatane Archive (Lesotho National Museum),"Elderly woman wrapped in blankets around her waist and neck holding a toddler, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_01_03,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1801,ark:/21198/z1t16vzv,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0001_004.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in an African print dress and headwrap with toddler standing on straw hat with a man squatting to the side and holding a child, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_01_04,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families,,
Work,Ramakatane archive 1802,ark:/21198/z1p8646g,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0001_012.tif,,Ramakatane Archive (Lesotho National Museum),"Woman wrapped in a baby blanket and seated between two toddlers and holding one of them by the arm, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_01_12,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families,,
Work,Ramakatane archive 1803,ark:/21198/z1jh5cf9,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0003_002.tif,,Ramakatane Archive (Lesotho National Museum),"Man in a striped cardigan standing next to a seated woman with her arms wrapped around her body with his hand on her back, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_03_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 1804,ark:/21198/z1dv3b49,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0003_009.tif,,Ramakatane Archive (Lesotho National Museum),"Man in a beanie and polo shirt tucked into his jeans standing with his hand on the shoulder of woman in a beanie with her hand in her cardigan pocket, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_03_09,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 1805,ark:/21198/z1932kdw,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0004_006.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a cotton sun hat and t-shirt seated on straw mat with her wallet placed next to flower basket beside her stretched out legs, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_04_06,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1806,ark:/21198/z15b1tqm,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0004_007.tif,,Ramakatane Archive (Lesotho National Museum),"Man in bell bottom pants and sleeveless v-neck sweater with a bag strapped on his shoulder posing in a walking motion next to flower basket, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_04_07,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1807,ark:/21198/z11k132k,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0004_008.tif,,Ramakatane Archive (Lesotho National Museum),"Bearded man seated on a straw mat with his legs stretched out and holding a toddler and an infant in his arms, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_04_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families,,
Work,Ramakatane archive 1808,ark:/21198/z1wt0kh0,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0005_001.tif,,Ramakatane Archive (Lesotho National Museum),"Woman with her hair tied into a ponytail at the back wearing a zip up hoodie and flared skirt and seated with her legs crossed, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_05_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 1809,ark:/21198/z1s19trk,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0005_003.tif,,Ramakatane Archive (Lesotho National Museum),"Man in a battersby and striped shirt with oversized collar standing with his hand on the shoulder of seated friend in a striped turtleneck sweater and gumboots, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_05_03,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 1810,ark:/21198/z1n8931n,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0005_006.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in a checkered bucket hat and high waist  pants standing with her hand on her thigh and touching flower basket, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_05_06,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 1811,ark:/21198/z1hm71ps,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0006_001.tif,,Ramakatane Archive (Lesotho National Museum),"Bearded man standing next to curtains and looking down affectionately at woman wrapped in a blanket seated next to him, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_06_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 1812,ark:/21198/z1cv690x,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0006_004.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a beret and matching sweater and cardigan smiling to the camera and holding the arm of infant, held in the arms of man standing next to her, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_06_04,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 1813,ark:/21198/z1835j9z,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a22_0006_006.tif,,Ramakatane Archive (Lesotho National Museum),"Baby wrapped in a blanket and placed on top of straw mat on the floor, photographed in Mr. M.T. Ramakatane's City Centre Studio",June - July 1977,1977-06/1977-07,,,,6 x 6cm,1 negative,,black-and-white photographs,,A22_Ramakatane_06_06,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children,,
