Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal
Work,Ramakatane archive 2409,ark:/21198/z1xw6b6b,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_014.tif,,Ramakatane Archive (Lesotho National Museum),"Photographer Alfred Khumalo standing on top of an earth mound at a burial site during a funeral with crowd in the background, some of them in graduation attire",1970,1970,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_14,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2410,ark:/21198/z1t45kjt,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_015.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom walking through a door hand in hand with two young girls next to them,1983,1983,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_15,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples|~|Children,,
Work,Ramakatane archive 2411,ark:/21198/z1pc4tvj,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_016.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom in their formal clothes surrounded by a crowd with a young boy in a tophat standing in front of them,1980,1980,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_16,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples|~|Children,,
Work,Ramakatane archive 2412,ark:/21198/z1jm434m,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_017.tif,,Ramakatane Archive (Lesotho National Museum),"Bride and groom walking up some stairs and into a doorway, hand in hand and smiling with their bodies turned to look back at the camera",1981,1981,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_17,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2413,ark:/21198/z1dv3b9j,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_018.tif,,Ramakatane Archive (Lesotho National Museum),Smiling beauty queen seated in a straw chair with a crown on her head and a sash written Lesotho 1978 on it,1978,1978,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_18,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 2414,ark:/21198/z1932kk4,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_019.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom surrounded by bridal party in red cloaks and maid of honour in green with two flower girls dressed in blue,1969,1969,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_19,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2415,ark:/21198/z15b1tx9,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_021.tif,,Ramakatane Archive (Lesotho National Museum),Man in spectacles and woman with purse hanging on her forearm holding a trophy together,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_21,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Women,,
Work,Ramakatane archive 2416,ark:/21198/z11n9sjv,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_022.tif,,Ramakatane Archive (Lesotho National Museum),Two soccer players chasing after a ball during a match before an onlooking crown leaning against a fence,1967,1967,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_22,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Sports,,
Work,Ramakatane archive 2417,ark:/21198/z1ww9959,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_023.tif,,Ramakatane Archive (Lesotho National Museum),"Wife of Prime Minister Leabua Jonathan making her way into a Mercedes with two police man each standing next to an open backseat door in front of an onlooking crowd at Pitso Ground, Maseru",1969,1969,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_23,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Public officials,,
Work,Ramakatane archive 2418,ark:/21198/z1s48jgb,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_024.tif,,Ramakatane Archive (Lesotho National Museum),Member of the judiciary reading from a book with his hand raised to swear in a new Judge,1969,1969,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_24,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Public officials,,
Work,Ramakatane archive 2419,ark:/21198/z1nc7spq,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_025.tif,,Ramakatane Archive (Lesotho National Museum),Ballroom dance couple captured in mid performance with smiles on their faces and legs swung to the side,1969,1969,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_25,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2420,ark:/21198/z1hm71v1,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_026.tif,,Ramakatane Archive (Lesotho National Museum),Man with a saxophone and shakers in his hands dancing with his eyes closed and singing,1969,1969,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_26,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Musicians,,
Work,Ramakatane archive 2421,ark:/21198/z1cv6955,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_027.tif,,Ramakatane Archive (Lesotho National Museum),Two young boxers fighting intensely inside a boxing ring with a referee watching,1970,1970,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_27,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Sports,,
Work,Ramakatane archive 2422,ark:/21198/z18647v2,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_028.tif,,Ramakatane Archive (Lesotho National Museum),"Girl dressed in a loop button coat with a hoodie and pants standing next to stool with flower pot on it and touching one of the flowers, photographed in Mr. M.T Ramakatane's City Centre Studio",1970,1970,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_28,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Girls,,
Work,Ramakatane archive 2423,ark:/21198/z14f3h56,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_029.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in a beret wearing a blouse with oversized collar and dress with buttons from the waist down standing with her foot raised on stool with flower pot placed on it, photographed in Mr. M.T Ramakatane's City Centre Studio",1970,1970,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_29,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 2424,ark:/21198/z10p2rhc,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_030.tif,,Ramakatane Archive (Lesotho National Museum),Ballroom dance couple captured in mid performance with the lady lifted in the air  before an impressed crowd,1970,1970,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_30,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2425,ark:/21198/z1vx282x,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_031.tif,,Ramakatane Archive (Lesotho National Museum),Ballroom dance couple captured mid performance with the woman in spectacles and the man with sideburns and pursing his lips,1970,1970,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_31,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2426,ark:/21198/z1r51h8m,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_032.tif,,Ramakatane Archive (Lesotho National Museum),Two male athletes captured in front of spectators in school uniform,1970,1970,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_32,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Sports,,
Work,Ramakatane archive 2427,ark:/21198/z1md0rg0,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_033.tif,,Ramakatane Archive (Lesotho National Museum),Ballroom dance couple captured mid performance with the woman tilting her body,1970,1970,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_33,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2428,ark:/21198/z1gn00rn,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_034.tif,,Ramakatane Archive (Lesotho National Museum),"A procession of men and women dressed in traditional pre colonial animal skin attire led by two men holding melamu at the front, photographed on location",1970,1970,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_34,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Women,,
Work,Ramakatane archive 2429,ark:/21198/z1bz7zfq,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_035.tif,,Ramakatane Archive (Lesotho National Museum),Funeral procession of a fallen soldier with military men in uniform carrying a coffin covered in the Lesotho flag,1970,1970,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_35,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2430,ark:/21198/z17676r4,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_036.tif,,Ramakatane Archive (Lesotho National Museum),Men in matching clothes performing Mohobelo in a packed stadium,1970,1970,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_36,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2431,ark:/21198/z13f6g45,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_037.tif,,Ramakatane Archive (Lesotho National Museum),Anglican Mothers' Union procession with someone holding a cloth banner of Mary mother of Jesus,1970,1970,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_37,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Religion,,
Work,Ramakatane archive 2432,ark:/21198/z1zp5zm1,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_038.tif,,Ramakatane Archive (Lesotho National Museum),Procession of police men and women in formation and holding rifles on their sides,1970,1970,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_38,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Police,,
Work,Ramakatane archive 2433,ark:/21198/z1tx56v7,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_039.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom walking hand in hand with wedding confetti thrown  at them from the crowd,1970,1970,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_39,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Women|~|Religion,,
Work,Ramakatane archive 2434,ark:/21198/z1q54g1w,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_040.tif,,Ramakatane Archive (Lesotho National Museum),Choral group singing gospel with the men dressed in black and white and the women in black captured mid performance,1970,1970,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_40,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Women|~|Religion,,
Work,Ramakatane archive 2435,ark:/21198/z1kd3qbm,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_041.tif,,Ramakatane Archive (Lesotho National Museum),A group of women in white blouses and red wrap around skirts and tights captured mid performance before an onlooking crowd,1970,1970,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_41,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 2436,ark:/21198/z1fr1p1m,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_042.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom walking before a bed of flowers matching the bride's bouquet,1970,1970,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_01_42,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2437,ark:/21198/z1b00xbn,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_043.tif,,Ramakatane Archive (Lesotho National Museum),Man in traditional attire and arm and leg fur gaiters standing next to man in a shirt and tie and buttoned up cardigan with a group of bead clad women in matching sandals and skirts on either side of them,1970,1970,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_43,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Women,,
Work,Ramakatane archive 2438,ark:/21198/z16705p6,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_044.tif,,Ramakatane Archive (Lesotho National Museum),"Miss Maseru and Miss Commerce standing together in their sashes, cloaks and crown and holding their scepters",1970,1970,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_44,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 2439,ark:/21198/z12f9dzx,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_045.tif,,Ramakatane Archive (Lesotho National Museum),Beauty pageant contestant walking in front of a drummer with a smile on her face and holding her contestant number to her side,1970,1970,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_45,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 2440,ark:/21198/z1xp8xdr,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_046.tif,,Ramakatane Archive (Lesotho National Museum),Priest standing next to seated Bishop with his head bent to the side and two candles burning behind him,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_46,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Religion,,
Work,Ramakatane archive 2441,ark:/21198/z1sx85mh,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_047.tif,,Ramakatane Archive (Lesotho National Museum),Matseliso bus  parked with passengers in it and three men sorting luggage on its roof,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_47,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Documentary  photography|~|Vernacular photography|~|Independence,,
Work,Ramakatane archive 2442,ark:/21198/z1p57dxj,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_048.tif,,Ramakatane Archive (Lesotho National Museum),Overhead view of a group of students posing and some holding books,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_48,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Students,,
Work,Ramakatane archive 2443,ark:/21198/z1jh5cmj,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_049.tif,,Ramakatane Archive (Lesotho National Museum),Prime Minister Leabua Jonathan seated next to his wife who is wrapped in a Seanamarena and smiling and a priest with a soccer player holding up a trophy for the camera next to them,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_49,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Public officials|~|Sports,,
Work,Ramakatane archive 2444,ark:/21198/z1dr4mzq,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_050.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom seated side by side arm in arm with the bride's veil covering the back of the groom's suit,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_50,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2445,ark:/21198/z1903w85,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_051.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom in their formal clothes seated side by side,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_51,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2446,ark:/21198/z15734jt,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_052.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom arm in arm and seated and looking straight into the camera,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_52,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2447,ark:/21198/z11g2cqr,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_053.tif,,Ramakatane Archive (Lesotho National Museum),Bride in crown tiara seated holding her bouquet in one hand and smiling,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_53,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 2448,ark:/21198/z1wq1w61,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_054.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom seated arm in arm,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_54,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2449,ark:/21198/z1rz14h4,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_055.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom walking through a church hand in hand with the bride's maid holding the tail of the wedding dress,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_55,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2450,ark:/21198/z1n8936w,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_056.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom with sideburns posing in front of a hut,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_56,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2451,ark:/21198/z1hh8bhm,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_057.tif,,Ramakatane Archive (Lesotho National Museum),Groom looking over as his bride signs their marriage certificate,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_57,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2452,ark:/21198/z1cr7kvs,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0001_058.tif,,Ramakatane Archive (Lesotho National Museum),Man in sunglasses holding the hand of woman seated next to him by both hands and touching her ring,1975,1975,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_01_58,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2453,ark:/21198/z1806v4s,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0002_001.tif,,Ramakatane Archive (Lesotho National Museum),Bride and groom in a flower garden standing close with the wedding dress tail spread in front of them,1975,1975,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_02_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2454,ark:/21198/z14763bj,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0002_002.tif,,Ramakatane Archive (Lesotho National Museum),Methodist church Women's Manyano gathering group photo with the women dressed in their church uniform except for two seated front and center next to Queen 'Mamohato,1975,1975,,,,10 x 15cm,1 print,,color photographs,,C3_Ramakatane_02_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women|~|Royal families|~|Religion,,
Work,Ramakatane archive 2455,ark:/21198/z10g5bjx,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0002_003.tif,,Ramakatane Archive (Lesotho National Museum),Four women in berets and blankets and coats standing next to three young girls in front of a grave with funeral flowers on it,1980,1980,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_02_03,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families,,
Work,Ramakatane archive 2456,ark:/21198/z1vq4v33,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0002_004.tif,,Ramakatane Archive (Lesotho National Museum),Group of women leaning on a stair handrail with one woman in spectacles waving at the camera,1985,1985,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_02_04,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 2457,ark:/21198/z1r22ss0,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_c3_0002_005.tif,,Ramakatane Archive (Lesotho National Museum),A Group of members of the LECSA Mothers' Union standing together holding hands,1980,1980,,,,10 x 15cm,1 print,,black-and-white photographs,,C3_Ramakatane_02_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
